ID,NOME,VALOR
5485,NOME 5485,5485000.55
5486,NOME 5486,5486000.55
5487,NOME 5487,5487000.55
5488,NOME 5488,5488000.55
5489,NOME 5489,5489000.55
5490,NOME 5490,5490000.55
5491,NOME 5491,5491000.55
5492,NOME 5492,5492000.55
5493,NOME 5493,5493000.55
5494,NOME 5494,5494000.55
5495,NOME 5495,5495000.55
5496,NOME 5496,5496000.55
5497,NOME 5497,5497000.55
5498,NOME 5498,5498000.55
5499,NOME 5499,5499000.55
5500,NOME 5500,5500000.55
5501,NOME 5501,5501000.55
5502,NOME 5502,5502000.55
5503,NOME 5503,5503000.55
5504,NOME 5504,5504000.55
5505,NOME 5505,5505000.55
5506,NOME 5506,5506000.55
5507,NOME 5507,5507000.55
5508,NOME 5508,5508000.55
5509,NOME 5509,5509000.55
5510,NOME 5510,5510000.55
5511,NOME 5511,5511000.55
5512,NOME 5512,5512000.55
5513,NOME 5513,5513000.55
5514,NOME 5514,5514000.55
5515,NOME 5515,5515000.55
5516,NOME 5516,5516000.55
5517,NOME 5517,5517000.55
5518,NOME 5518,5518000.55
5519,NOME 5519,5519000.55
5520,NOME 5520,5520000.55
5521,NOME 5521,5521000.55
5522,NOME 5522,5522000.55
5523,NOME 5523,5523000.55
5524,NOME 5524,5524000.55
5525,NOME 5525,5525000.55
5526,NOME 5526,5526000.55
5527,NOME 5527,5527000.55
5528,NOME 5528,5528000.55
5529,NOME 5529,5529000.55
5530,NOME 5530,5530000.55
5531,NOME 5531,5531000.55
5532,NOME 5532,5532000.55
5533,NOME 5533,5533000.55
5534,NOME 5534,5534000.55
5535,NOME 5535,5535000.55
5536,NOME 5536,5536000.55
5537,NOME 5537,5537000.55
5538,NOME 5538,5538000.55
5539,NOME 5539,5539000.55
5540,NOME 5540,5540000.55
5541,NOME 5541,5541000.55
5542,NOME 5542,5542000.55
5543,NOME 5543,5543000.55
5544,NOME 5544,5544000.55
5545,NOME 5545,5545000.55
5546,NOME 5546,5546000.55
5547,NOME 5547,5547000.55
5548,NOME 5548,5548000.55
5549,NOME 5549,5549000.55
5550,NOME 5550,5550000.55
5551,NOME 5551,5551000.55
5552,NOME 5552,5552000.55
5553,NOME 5553,5553000.55
5554,NOME 5554,5554000.55
5555,NOME 5555,5555000.55
5556,NOME 5556,5556000.55
5557,NOME 5557,5557000.55
5558,NOME 5558,5558000.55
5559,NOME 5559,5559000.55
5560,NOME 5560,5560000.55
5561,NOME 5561,5561000.55
5562,NOME 5562,5562000.55
5563,NOME 5563,5563000.55
5564,NOME 5564,5564000.55
5565,NOME 5565,5565000.55
5566,NOME 5566,5566000.55
5567,NOME 5567,5567000.55
5568,NOME 5568,5568000.55
5569,NOME 5569,5569000.55
5570,NOME 5570,5570000.55
5571,NOME 5571,5571000.55
5572,NOME 5572,5572000.55
5573,NOME 5573,5573000.55
5574,NOME 5574,5574000.55
5575,NOME 5575,5575000.55
5576,NOME 5576,5576000.55
5577,NOME 5577,5577000.55
5578,NOME 5578,5578000.55
5579,NOME 5579,5579000.55
5580,NOME 5580,5580000.55
5581,NOME 5581,5581000.55
5582,NOME 5582,5582000.55
5583,NOME 5583,5583000.55
5584,NOME 5584,5584000.55
5585,NOME 5585,5585000.55
5586,NOME 5586,5586000.55
5587,NOME 5587,5587000.55
5588,NOME 5588,5588000.55
5589,NOME 5589,5589000.55
5590,NOME 5590,5590000.55
5591,NOME 5591,5591000.55
5592,NOME 5592,5592000.55
5593,NOME 5593,5593000.55
5594,NOME 5594,5594000.55
5595,NOME 5595,5595000.55
5596,NOME 5596,5596000.55
5597,NOME 5597,5597000.55
5598,NOME 5598,5598000.55
5599,NOME 5599,5599000.55
5600,NOME 5600,5600000.55
5601,NOME 5601,5601000.55
5602,NOME 5602,5602000.55
5603,NOME 5603,5603000.55
5604,NOME 5604,5604000.55
5605,NOME 5605,5605000.55
5606,NOME 5606,5606000.55
5607,NOME 5607,5607000.55
5608,NOME 5608,5608000.55
5609,NOME 5609,5609000.55
5610,NOME 5610,5610000.55
5611,NOME 5611,5611000.55
5612,NOME 5612,5612000.55
5613,NOME 5613,5613000.55
5614,NOME 5614,5614000.55
5615,NOME 5615,5615000.55
5616,NOME 5616,5616000.55
5617,NOME 5617,5617000.55
5618,NOME 5618,5618000.55
5619,NOME 5619,5619000.55
5620,NOME 5620,5620000.55
5621,NOME 5621,5621000.55
5622,NOME 5622,5622000.55
5623,NOME 5623,5623000.55
5624,NOME 5624,5624000.55
5625,NOME 5625,5625000.55
5626,NOME 5626,5626000.55
5627,NOME 5627,5627000.55
5628,NOME 5628,5628000.55
5629,NOME 5629,5629000.55
5630,NOME 5630,5630000.55
5631,NOME 5631,5631000.55
5632,NOME 5632,5632000.55
5633,NOME 5633,5633000.55
5634,NOME 5634,5634000.55
5635,NOME 5635,5635000.55
5636,NOME 5636,5636000.55
5637,NOME 5637,5637000.55
5638,NOME 5638,5638000.55
5639,NOME 5639,5639000.55
5640,NOME 5640,5640000.55
5641,NOME 5641,5641000.55
5642,NOME 5642,5642000.55
5643,NOME 5643,5643000.55
5644,NOME 5644,5644000.55
5645,NOME 5645,5645000.55
5646,NOME 5646,5646000.55
5647,NOME 5647,5647000.55
5648,NOME 5648,5648000.55
5649,NOME 5649,5649000.55
5650,NOME 5650,5650000.55
5651,NOME 5651,5651000.55
5652,NOME 5652,5652000.55
5653,NOME 5653,5653000.55
5654,NOME 5654,5654000.55
5655,NOME 5655,5655000.55
5656,NOME 5656,5656000.55
5657,NOME 5657,5657000.55
5658,NOME 5658,5658000.55
5659,NOME 5659,5659000.55
5660,NOME 5660,5660000.55
5661,NOME 5661,5661000.55
5662,NOME 5662,5662000.55
5663,NOME 5663,5663000.55
5664,NOME 5664,5664000.55
5665,NOME 5665,5665000.55
5666,NOME 5666,5666000.55
5667,NOME 5667,5667000.55
5668,NOME 5668,5668000.55
5669,NOME 5669,5669000.55
5670,NOME 5670,5670000.55
5671,NOME 5671,5671000.55
5672,NOME 5672,5672000.55
5673,NOME 5673,5673000.55
5674,NOME 5674,5674000.55
5675,NOME 5675,5675000.55
5676,NOME 5676,5676000.55
5677,NOME 5677,5677000.55
5678,NOME 5678,5678000.55
5679,NOME 5679,5679000.55
5680,NOME 5680,5680000.55
5681,NOME 5681,5681000.55
5682,NOME 5682,5682000.55
5683,NOME 5683,5683000.55
5684,NOME 5684,5684000.55
5685,NOME 5685,5685000.55
5686,NOME 5686,5686000.55
5687,NOME 5687,5687000.55
5688,NOME 5688,5688000.55
5689,NOME 5689,5689000.55
5690,NOME 5690,5690000.55
5691,NOME 5691,5691000.55
5692,NOME 5692,5692000.55
5693,NOME 5693,5693000.55
5694,NOME 5694,5694000.55
5695,NOME 5695,5695000.55
5696,NOME 5696,5696000.55
5697,NOME 5697,5697000.55
5698,NOME 5698,5698000.55
5699,NOME 5699,5699000.55
5700,NOME 5700,5700000.55
5701,NOME 5701,5701000.55
5702,NOME 5702,5702000.55
5703,NOME 5703,5703000.55
5704,NOME 5704,5704000.55
5705,NOME 5705,5705000.55
5706,NOME 5706,5706000.55
5707,NOME 5707,5707000.55
5708,NOME 5708,5708000.55
5709,NOME 5709,5709000.55
5710,NOME 5710,5710000.55
5711,NOME 5711,5711000.55
5712,NOME 5712,5712000.55
5713,NOME 5713,5713000.55
5714,NOME 5714,5714000.55
5715,NOME 5715,5715000.55
5716,NOME 5716,5716000.55
5717,NOME 5717,5717000.55
5718,NOME 5718,5718000.55
5719,NOME 5719,5719000.55
5720,NOME 5720,5720000.55
5721,NOME 5721,5721000.55
5722,NOME 5722,5722000.55
5723,NOME 5723,5723000.55
5724,NOME 5724,5724000.55
5725,NOME 5725,5725000.55
5726,NOME 5726,5726000.55
5727,NOME 5727,5727000.55
5728,NOME 5728,5728000.55
5729,NOME 5729,5729000.55
5730,NOME 5730,5730000.55
5731,NOME 5731,5731000.55
5732,NOME 5732,5732000.55
5733,NOME 5733,5733000.55
5734,NOME 5734,5734000.55
5735,NOME 5735,5735000.55
5736,NOME 5736,5736000.55
5737,NOME 5737,5737000.55
5738,NOME 5738,5738000.55
5739,NOME 5739,5739000.55
5740,NOME 5740,5740000.55
5741,NOME 5741,5741000.55
5742,NOME 5742,5742000.55
5743,NOME 5743,5743000.55
5744,NOME 5744,5744000.55
5745,NOME 5745,5745000.55
5746,NOME 5746,5746000.55
5747,NOME 5747,5747000.55
5748,NOME 5748,5748000.55
5749,NOME 5749,5749000.55
5750,NOME 5750,5750000.55
5751,NOME 5751,5751000.55
5752,NOME 5752,5752000.55
5753,NOME 5753,5753000.55
5754,NOME 5754,5754000.55
5755,NOME 5755,5755000.55
5756,NOME 5756,5756000.55
5757,NOME 5757,5757000.55
5758,NOME 5758,5758000.55
5759,NOME 5759,5759000.55
5760,NOME 5760,5760000.55
5761,NOME 5761,5761000.55
5762,NOME 5762,5762000.55
5763,NOME 5763,5763000.55
5764,NOME 5764,5764000.55
5765,NOME 5765,5765000.55
5766,NOME 5766,5766000.55
5767,NOME 5767,5767000.55
5768,NOME 5768,5768000.55
5769,NOME 5769,5769000.55
5770,NOME 5770,5770000.55
5771,NOME 5771,5771000.55
5772,NOME 5772,5772000.55
5773,NOME 5773,5773000.55
5774,NOME 5774,5774000.55
5775,NOME 5775,5775000.55
5776,NOME 5776,5776000.55
5777,NOME 5777,5777000.55
5778,NOME 5778,5778000.55
5779,NOME 5779,5779000.55
5780,NOME 5780,5780000.55
5781,NOME 5781,5781000.55
5782,NOME 5782,5782000.55
5783,NOME 5783,5783000.55
5784,NOME 5784,5784000.55
5785,NOME 5785,5785000.55
5786,NOME 5786,5786000.55
5787,NOME 5787,5787000.55
5788,NOME 5788,5788000.55
5789,NOME 5789,5789000.55
5790,NOME 5790,5790000.55
5791,NOME 5791,5791000.55
5792,NOME 5792,5792000.55
5793,NOME 5793,5793000.55
5794,NOME 5794,5794000.55
5795,NOME 5795,5795000.55
5796,NOME 5796,5796000.55
5797,NOME 5797,5797000.55
5798,NOME 5798,5798000.55
5799,NOME 5799,5799000.55
5800,NOME 5800,5800000.55
5801,NOME 5801,5801000.55
5802,NOME 5802,5802000.55
5803,NOME 5803,5803000.55
5804,NOME 5804,5804000.55
5805,NOME 5805,5805000.55
5806,NOME 5806,5806000.55
5807,NOME 5807,5807000.55
5808,NOME 5808,5808000.55
5809,NOME 5809,5809000.55
5810,NOME 5810,5810000.55
5811,NOME 5811,5811000.55
5812,NOME 5812,5812000.55
5813,NOME 5813,5813000.55
5814,NOME 5814,5814000.55
5815,NOME 5815,5815000.55
5816,NOME 5816,5816000.55
5817,NOME 5817,5817000.55
5818,NOME 5818,5818000.55
5819,NOME 5819,5819000.55
5820,NOME 5820,5820000.55
5821,NOME 5821,5821000.55
5822,NOME 5822,5822000.55
5823,NOME 5823,5823000.55
5824,NOME 5824,5824000.55
5825,NOME 5825,5825000.55
5826,NOME 5826,5826000.55
5827,NOME 5827,5827000.55
5828,NOME 5828,5828000.55
5829,NOME 5829,5829000.55
5830,NOME 5830,5830000.55
5831,NOME 5831,5831000.55
5832,NOME 5832,5832000.55
5833,NOME 5833,5833000.55
5834,NOME 5834,5834000.55
5835,NOME 5835,5835000.55
5836,NOME 5836,5836000.55
5837,NOME 5837,5837000.55
5838,NOME 5838,5838000.55
5839,NOME 5839,5839000.55
5840,NOME 5840,5840000.55
5841,NOME 5841,5841000.55
5842,NOME 5842,5842000.55
5843,NOME 5843,5843000.55
5844,NOME 5844,5844000.55
5845,NOME 5845,5845000.55
5846,NOME 5846,5846000.55
5847,NOME 5847,5847000.55
5848,NOME 5848,5848000.55
5849,NOME 5849,5849000.55
5850,NOME 5850,5850000.55
5851,NOME 5851,5851000.55
5852,NOME 5852,5852000.55
5853,NOME 5853,5853000.55
5854,NOME 5854,5854000.55
5855,NOME 5855,5855000.55
5856,NOME 5856,5856000.55
5857,NOME 5857,5857000.55
5858,NOME 5858,5858000.55
5859,NOME 5859,5859000.55
5860,NOME 5860,5860000.55
5861,NOME 5861,5861000.55
5862,NOME 5862,5862000.55
5863,NOME 5863,5863000.55
5864,NOME 5864,5864000.55
5865,NOME 5865,5865000.55
5866,NOME 5866,5866000.55
5867,NOME 5867,5867000.55
5868,NOME 5868,5868000.55
5869,NOME 5869,5869000.55
5870,NOME 5870,5870000.55
5871,NOME 5871,5871000.55
5872,NOME 5872,5872000.55
5873,NOME 5873,5873000.55
5874,NOME 5874,5874000.55
5875,NOME 5875,5875000.55
5876,NOME 5876,5876000.55
5877,NOME 5877,5877000.55
5878,NOME 5878,5878000.55
5879,NOME 5879,5879000.55
5880,NOME 5880,5880000.55
5881,NOME 5881,5881000.55
5882,NOME 5882,5882000.55
5883,NOME 5883,5883000.55
5884,NOME 5884,5884000.55
5885,NOME 5885,5885000.55
5886,NOME 5886,5886000.55
5887,NOME 5887,5887000.55
5888,NOME 5888,5888000.55
5889,NOME 5889,5889000.55
5890,NOME 5890,5890000.55
5891,NOME 5891,5891000.55
5892,NOME 5892,5892000.55
5893,NOME 5893,5893000.55
5894,NOME 5894,5894000.55
5895,NOME 5895,5895000.55
5896,NOME 5896,5896000.55
5897,NOME 5897,5897000.55
5898,NOME 5898,5898000.55
5899,NOME 5899,5899000.55
5900,NOME 5900,5900000.55
5901,NOME 5901,5901000.55
5902,NOME 5902,5902000.55
5903,NOME 5903,5903000.55
5904,NOME 5904,5904000.55
5905,NOME 5905,5905000.55
5906,NOME 5906,5906000.55
5907,NOME 5907,5907000.55
5908,NOME 5908,5908000.55
5909,NOME 5909,5909000.55
5910,NOME 5910,5910000.55
5911,NOME 5911,5911000.55
5912,NOME 5912,5912000.55
5913,NOME 5913,5913000.55
5914,NOME 5914,5914000.55
5915,NOME 5915,5915000.55
5916,NOME 5916,5916000.55
5917,NOME 5917,5917000.55
5918,NOME 5918,5918000.55
5919,NOME 5919,5919000.55
5920,NOME 5920,5920000.55
5921,NOME 5921,5921000.55
5922,NOME 5922,5922000.55
5923,NOME 5923,5923000.55
5924,NOME 5924,5924000.55
5925,NOME 5925,5925000.55
5926,NOME 5926,5926000.55
5927,NOME 5927,5927000.55
5928,NOME 5928,5928000.55
5929,NOME 5929,5929000.55
5930,NOME 5930,5930000.55
5931,NOME 5931,5931000.55
5932,NOME 5932,5932000.55
5933,NOME 5933,5933000.55
5934,NOME 5934,5934000.55
5935,NOME 5935,5935000.55
5936,NOME 5936,5936000.55
5937,NOME 5937,5937000.55
5938,NOME 5938,5938000.55
5939,NOME 5939,5939000.55
5940,NOME 5940,5940000.55
5941,NOME 5941,5941000.55
5942,NOME 5942,5942000.55
5943,NOME 5943,5943000.55
5944,NOME 5944,5944000.55
5945,NOME 5945,5945000.55
5946,NOME 5946,5946000.55
5947,NOME 5947,5947000.55
5948,NOME 5948,5948000.55
5949,NOME 5949,5949000.55
5950,NOME 5950,5950000.55
5951,NOME 5951,5951000.55
5952,NOME 5952,5952000.55
5953,NOME 5953,5953000.55
5954,NOME 5954,5954000.55
5955,NOME 5955,5955000.55
5956,NOME 5956,5956000.55
5957,NOME 5957,5957000.55
5958,NOME 5958,5958000.55
5959,NOME 5959,5959000.55
5960,NOME 5960,5960000.55
5961,NOME 5961,5961000.55
5962,NOME 5962,5962000.55
5963,NOME 5963,5963000.55
5964,NOME 5964,5964000.55
5965,NOME 5965,5965000.55
5966,NOME 5966,5966000.55
5967,NOME 5967,5967000.55
5968,NOME 5968,5968000.55
5969,NOME 5969,5969000.55
5970,NOME 5970,5970000.55
5971,NOME 5971,5971000.55
5972,NOME 5972,5972000.55
5973,NOME 5973,5973000.55
5974,NOME 5974,5974000.55
5975,NOME 5975,5975000.55
5976,NOME 5976,5976000.55
5977,NOME 5977,5977000.55
5978,NOME 5978,5978000.55
5979,NOME 5979,5979000.55
5980,NOME 5980,5980000.55
5981,NOME 5981,5981000.55
5982,NOME 5982,5982000.55
5983,NOME 5983,5983000.55
5984,NOME 5984,5984000.55
5985,NOME 5985,5985000.55
5986,NOME 5986,5986000.55
5987,NOME 5987,5987000.55
5988,NOME 5988,5988000.55
5989,NOME 5989,5989000.55
5990,NOME 5990,5990000.55
5991,NOME 5991,5991000.55
5992,NOME 5992,5992000.55
5993,NOME 5993,5993000.55
5994,NOME 5994,5994000.55
5995,NOME 5995,5995000.55
5996,NOME 5996,5996000.55
5997,NOME 5997,5997000.55
5998,NOME 5998,5998000.55
5999,NOME 5999,5999000.55
6000,NOME 6000,6000000.55
6001,NOME 6001,6001000.55
6002,NOME 6002,6002000.55
6003,NOME 6003,6003000.55
6004,NOME 6004,6004000.55
6005,NOME 6005,6005000.55
6006,NOME 6006,6006000.55
6007,NOME 6007,6007000.55
6008,NOME 6008,6008000.55
6009,NOME 6009,6009000.55
6010,NOME 6010,6010000.55
6011,NOME 6011,6011000.55
6012,NOME 6012,6012000.55
6013,NOME 6013,6013000.55
6014,NOME 6014,6014000.55
6015,NOME 6015,6015000.55
6016,NOME 6016,6016000.55
6017,NOME 6017,6017000.55
6018,NOME 6018,6018000.55
6019,NOME 6019,6019000.55
6020,NOME 6020,6020000.55
6021,NOME 6021,6021000.55
6022,NOME 6022,6022000.55
6023,NOME 6023,6023000.55
6024,NOME 6024,6024000.55
6025,NOME 6025,6025000.55
6026,NOME 6026,6026000.55
6027,NOME 6027,6027000.55
6028,NOME 6028,6028000.55
6029,NOME 6029,6029000.55
6030,NOME 6030,6030000.55
6031,NOME 6031,6031000.55
6032,NOME 6032,6032000.55
6033,NOME 6033,6033000.55
6034,NOME 6034,6034000.55
6035,NOME 6035,6035000.55
6036,NOME 6036,6036000.55
6037,NOME 6037,6037000.55
6038,NOME 6038,6038000.55
6039,NOME 6039,6039000.55
6040,NOME 6040,6040000.55
6041,NOME 6041,6041000.55
6042,NOME 6042,6042000.55
6043,NOME 6043,6043000.55
6044,NOME 6044,6044000.55
6045,NOME 6045,6045000.55
6046,NOME 6046,6046000.55
6047,NOME 6047,6047000.55
6048,NOME 6048,6048000.55
6049,NOME 6049,6049000.55
6050,NOME 6050,6050000.55
6051,NOME 6051,6051000.55
6052,NOME 6052,6052000.55
6053,NOME 6053,6053000.55
6054,NOME 6054,6054000.55
6055,NOME 6055,6055000.55
6056,NOME 6056,6056000.55
6057,NOME 6057,6057000.55
6058,NOME 6058,6058000.55
6059,NOME 6059,6059000.55
6060,NOME 6060,6060000.55
6061,NOME 6061,6061000.55
6062,NOME 6062,6062000.55
6063,NOME 6063,6063000.55
6064,NOME 6064,6064000.55
6065,NOME 6065,6065000.55
6066,NOME 6066,6066000.55
6067,NOME 6067,6067000.55
6068,NOME 6068,6068000.55
6069,NOME 6069,6069000.55
6070,NOME 6070,6070000.55
6071,NOME 6071,6071000.55
6072,NOME 6072,6072000.55
6073,NOME 6073,6073000.55
6074,NOME 6074,6074000.55
6075,NOME 6075,6075000.55
6076,NOME 6076,6076000.55
6077,NOME 6077,6077000.55
6078,NOME 6078,6078000.55
6079,NOME 6079,6079000.55
6080,NOME 6080,6080000.55
6081,NOME 6081,6081000.55
6082,NOME 6082,6082000.55
6083,NOME 6083,6083000.55
6084,NOME 6084,6084000.55
6085,NOME 6085,6085000.55
6086,NOME 6086,6086000.55
6087,NOME 6087,6087000.55
6088,NOME 6088,6088000.55
6089,NOME 6089,6089000.55
6090,NOME 6090,6090000.55
6091,NOME 6091,6091000.55
6092,NOME 6092,6092000.55
6093,NOME 6093,6093000.55
6094,NOME 6094,6094000.55
6095,NOME 6095,6095000.55
6096,NOME 6096,6096000.55
6097,NOME 6097,6097000.55
6098,NOME 6098,6098000.55
6099,NOME 6099,6099000.55
6100,NOME 6100,6100000.55
6101,NOME 6101,6101000.55
6102,NOME 6102,6102000.55
6103,NOME 6103,6103000.55
6104,NOME 6104,6104000.55
6105,NOME 6105,6105000.55
6106,NOME 6106,6106000.55
6107,NOME 6107,6107000.55
6108,NOME 6108,6108000.55
6109,NOME 6109,6109000.55
6110,NOME 6110,6110000.55
6111,NOME 6111,6111000.55
6112,NOME 6112,6112000.55
6113,NOME 6113,6113000.55
6114,NOME 6114,6114000.55
6115,NOME 6115,6115000.55
6116,NOME 6116,6116000.55
6117,NOME 6117,6117000.55
6118,NOME 6118,6118000.55
6119,NOME 6119,6119000.55
6120,NOME 6120,6120000.55
6121,NOME 6121,6121000.55
6122,NOME 6122,6122000.55
6123,NOME 6123,6123000.55
6124,NOME 6124,6124000.55
6125,NOME 6125,6125000.55
6126,NOME 6126,6126000.55
6127,NOME 6127,6127000.55
6128,NOME 6128,6128000.55
6129,NOME 6129,6129000.55
6130,NOME 6130,6130000.55
6131,NOME 6131,6131000.55
6132,NOME 6132,6132000.55
6133,NOME 6133,6133000.55
6134,NOME 6134,6134000.55
6135,NOME 6135,6135000.55
6136,NOME 6136,6136000.55
6137,NOME 6137,6137000.55
6138,NOME 6138,6138000.55
6139,NOME 6139,6139000.55
6140,NOME 6140,6140000.55
6141,NOME 6141,6141000.55
6142,NOME 6142,6142000.55
6143,NOME 6143,6143000.55
6144,NOME 6144,6144000.55
6145,NOME 6145,6145000.55
6146,NOME 6146,6146000.55
6147,NOME 6147,6147000.55
6148,NOME 6148,6148000.55
6149,NOME 6149,6149000.55
6150,NOME 6150,6150000.55
6151,NOME 6151,6151000.55
6152,NOME 6152,6152000.55
6153,NOME 6153,6153000.55
6154,NOME 6154,6154000.55
6155,NOME 6155,6155000.55
6156,NOME 6156,6156000.55
6157,NOME 6157,6157000.55
6158,NOME 6158,6158000.55
6159,NOME 6159,6159000.55
6160,NOME 6160,6160000.55
6161,NOME 6161,6161000.55
6162,NOME 6162,6162000.55
6163,NOME 6163,6163000.55
6164,NOME 6164,6164000.55
6165,NOME 6165,6165000.55
6166,NOME 6166,6166000.55
6167,NOME 6167,6167000.55
6168,NOME 6168,6168000.55
6169,NOME 6169,6169000.55
6170,NOME 6170,6170000.55
6171,NOME 6171,6171000.55
6172,NOME 6172,6172000.55
6173,NOME 6173,6173000.55
6174,NOME 6174,6174000.55
6175,NOME 6175,6175000.55
6176,NOME 6176,6176000.55
6177,NOME 6177,6177000.55
6178,NOME 6178,6178000.55
6179,NOME 6179,6179000.55
6180,NOME 6180,6180000.55
6181,NOME 6181,6181000.55
6182,NOME 6182,6182000.55
6183,NOME 6183,6183000.55
6184,NOME 6184,6184000.55
6185,NOME 6185,6185000.55
6186,NOME 6186,6186000.55
6187,NOME 6187,6187000.55
6188,NOME 6188,6188000.55
6189,NOME 6189,6189000.55
6190,NOME 6190,6190000.55
6191,NOME 6191,6191000.55
6192,NOME 6192,6192000.55
6193,NOME 6193,6193000.55
6194,NOME 6194,6194000.55
6195,NOME 6195,6195000.55
6196,NOME 6196,6196000.55
6197,NOME 6197,6197000.55
6198,NOME 6198,6198000.55
6199,NOME 6199,6199000.55
6200,NOME 6200,6200000.55
6201,NOME 6201,6201000.55
6202,NOME 6202,6202000.55
6203,NOME 6203,6203000.55
6204,NOME 6204,6204000.55
6205,NOME 6205,6205000.55
6206,NOME 6206,6206000.55
6207,NOME 6207,6207000.55
6208,NOME 6208,6208000.55
6209,NOME 6209,6209000.55
6210,NOME 6210,6210000.55
6211,NOME 6211,6211000.55
6212,NOME 6212,6212000.55
6213,NOME 6213,6213000.55
6214,NOME 6214,6214000.55
6215,NOME 6215,6215000.55
6216,NOME 6216,6216000.55
6217,NOME 6217,6217000.55
6218,NOME 6218,6218000.55
6219,NOME 6219,6219000.55
6220,NOME 6220,6220000.55
6221,NOME 6221,6221000.55
6222,NOME 6222,6222000.55
6223,NOME 6223,6223000.55
6224,NOME 6224,6224000.55
6225,NOME 6225,6225000.55
6226,NOME 6226,6226000.55
6227,NOME 6227,6227000.55
6228,NOME 6228,6228000.55
6229,NOME 6229,6229000.55
6230,NOME 6230,6230000.55
6231,NOME 6231,6231000.55
6232,NOME 6232,6232000.55
6233,NOME 6233,6233000.55
6234,NOME 6234,6234000.55
6235,NOME 6235,6235000.55
6236,NOME 6236,6236000.55
6237,NOME 6237,6237000.55
6238,NOME 6238,6238000.55
6239,NOME 6239,6239000.55
6240,NOME 6240,6240000.55
6241,NOME 6241,6241000.55
6242,NOME 6242,6242000.55
6243,NOME 6243,6243000.55
6244,NOME 6244,6244000.55
6245,NOME 6245,6245000.55
6246,NOME 6246,6246000.55
6247,NOME 6247,6247000.55
6248,NOME 6248,6248000.55
6249,NOME 6249,6249000.55
6250,NOME 6250,6250000.55
6251,NOME 6251,6251000.55
6252,NOME 6252,6252000.55
6253,NOME 6253,6253000.55
6254,NOME 6254,6254000.55
6255,NOME 6255,6255000.55
6256,NOME 6256,6256000.55
6257,NOME 6257,6257000.55
6258,NOME 6258,6258000.55
6259,NOME 6259,6259000.55
6260,NOME 6260,6260000.55
6261,NOME 6261,6261000.55
6262,NOME 6262,6262000.55
6263,NOME 6263,6263000.55
6264,NOME 6264,6264000.55
6265,NOME 6265,6265000.55
6266,NOME 6266,6266000.55
6267,NOME 6267,6267000.55
6268,NOME 6268,6268000.55
6269,NOME 6269,6269000.55
6270,NOME 6270,6270000.55
6271,NOME 6271,6271000.55
6272,NOME 6272,6272000.55
6273,NOME 6273,6273000.55
6274,NOME 6274,6274000.55
6275,NOME 6275,6275000.55
6276,NOME 6276,6276000.55
6277,NOME 6277,6277000.55
6278,NOME 6278,6278000.55
6279,NOME 6279,6279000.55
6280,NOME 6280,6280000.55
6281,NOME 6281,6281000.55
6282,NOME 6282,6282000.55
6283,NOME 6283,6283000.55
6284,NOME 6284,6284000.55
6285,NOME 6285,6285000.55
6286,NOME 6286,6286000.55
6287,NOME 6287,6287000.55
6288,NOME 6288,6288000.55
6289,NOME 6289,6289000.55
6290,NOME 6290,6290000.55
6291,NOME 6291,6291000.55
6292,NOME 6292,6292000.55
6293,NOME 6293,6293000.55
6294,NOME 6294,6294000.55
6295,NOME 6295,6295000.55
6296,NOME 6296,6296000.55
6297,NOME 6297,6297000.55
6298,NOME 6298,6298000.55
6299,NOME 6299,6299000.55
6300,NOME 6300,6300000.55
6301,NOME 6301,6301000.55
6302,NOME 6302,6302000.55
6303,NOME 6303,6303000.55
6304,NOME 6304,6304000.55
6305,NOME 6305,6305000.55
6306,NOME 6306,6306000.55
6307,NOME 6307,6307000.55
6308,NOME 6308,6308000.55
6309,NOME 6309,6309000.55
6310,NOME 6310,6310000.55
6311,NOME 6311,6311000.55
6312,NOME 6312,6312000.55
6313,NOME 6313,6313000.55
6314,NOME 6314,6314000.55
6315,NOME 6315,6315000.55
6316,NOME 6316,6316000.55
6317,NOME 6317,6317000.55
6318,NOME 6318,6318000.55
6319,NOME 6319,6319000.55
6320,NOME 6320,6320000.55
6321,NOME 6321,6321000.55
6322,NOME 6322,6322000.55
6323,NOME 6323,6323000.55
6324,NOME 6324,6324000.55
6325,NOME 6325,6325000.55
6326,NOME 6326,6326000.55
6327,NOME 6327,6327000.55
6328,NOME 6328,6328000.55
6329,NOME 6329,6329000.55
6330,NOME 6330,6330000.55
6331,NOME 6331,6331000.55
6332,NOME 6332,6332000.55
6333,NOME 6333,6333000.55
6334,NOME 6334,6334000.55
6335,NOME 6335,6335000.55
6336,NOME 6336,6336000.55
6337,NOME 6337,6337000.55
6338,NOME 6338,6338000.55
6339,NOME 6339,6339000.55
6340,NOME 6340,6340000.55
6341,NOME 6341,6341000.55
6342,NOME 6342,6342000.55
6343,NOME 6343,6343000.55
6344,NOME 6344,6344000.55
6345,NOME 6345,6345000.55
6346,NOME 6346,6346000.55
6347,NOME 6347,6347000.55
6348,NOME 6348,6348000.55
6349,NOME 6349,6349000.55
6350,NOME 6350,6350000.55
6351,NOME 6351,6351000.55
6352,NOME 6352,6352000.55
6353,NOME 6353,6353000.55
6354,NOME 6354,6354000.55
6355,NOME 6355,6355000.55
6356,NOME 6356,6356000.55
6357,NOME 6357,6357000.55
6358,NOME 6358,6358000.55
